iter	Passed	Remaining
482	601	643
483	602	641
484	603	640
485	604	639
486	605	637
487	606	636
488	607	634
489	608	633
490	609	631
491	610	630
492	611	629
493	612	627
494	614	626
495	615	625
496	616	623
497	617	622
498	618	620
499	619	619
500	620	617
501	621	616
502	622	614
503	623	613
504	624	611
505	625	610
506	626	608
507	627	607
508	628	606
509	629	604
510	630	603
511	631	601
512	632	600
513	633	598
514	634	597
515	635	595
516	636	594
517	637	592
518	637	591
519	638	589
520	639	588
521	641	587
522	642	585
523	643	584
524	644	582
525	645	581
526	646	580
527	647	578
528	648	577
529	649	575
530	650	574
531	651	572
532	652	571
533	653	570
534	654	569
535	656	567
536	657	566
537	658	565
538	659	564
539	660	562
540	661	561
541	662	559
542	663	558
543	664	556
544	665	555
545	666	553
546	667	552
547	668	551
548	669	549
549	670	548
550	671	546
551	672	545
552	673	544
553	674	542
554	675	541
555	676	539
556	677	538
557	677	537
558	678	535
559	679	533
560	680	532
561	681	530
562	682	529
563	683	528
564	684	526
565	685	525
566	686	524
567	687	523
568	688	521
569	689	520
570	690	518
571	691	517
572	692	516
573	693	514
574	694	513
575	695	511
576	696	510
577	697	509
578	698	508
579	699	506
580	700	505
581	702	504
582	703	503
583	704	501
584	705	500
585	706	498
586	707	497
587	708	496
588	708	494
589	709	493
590	710	491
591	711	490
592	712	489
593	713	487
594	714	486
595	715	485
596	716	483
597	717	482
598	719	481
599	719	479
600	720	478
601	721	477
602	722	475
603	723	474
604	724	472
605	724	471
606	725	469
607	726	468
608	727	466
609	728	465
610	728	464
611	729	462
612	730	461
613	731	460
614	732	458
615	733	457
616	734	455
617	736	455
618	737	453
619	737	452
620	738	450
621	739	449
622	740	448
623	741	446
624	742	445
625	743	443
626	743	442
627	744	441
628	745	439
629	746	438
630	747	437
631	748	435
632	749	434
633	750	433
634	751	431
635	751	430
636	752	428
637	753	427
638	754	426
639	755	424
640	756	423
641	757	422
642	758	420
643	759	419
644	759	418
645	761	417
646	762	415
647	763	414
648	764	413
649	764	411
650	765	410
651	766	409
652	767	407
653	768	406
654	769	405
655	770	403
656	771	402
657	772	401
658	772	399
659	773	398
660	774	397
661	775	396
662	776	394
663	777	393
664	778	392
665	779	391
666	780	389
667	781	388
668	782	387
669	783	385
670	783	384
671	784	382
672	785	381
673	786	380
674	787	378
675	787	377
676	788	376
677	789	375
678	790	373
679	791	372
680	792	371
681	793	370
682	794	368
683	795	367
684	796	366
685	796	364
686	797	363
687	798	362
688	799	360
689	800	359
690	800	358
691	801	356
692	802	355
693	803	354
694	804	352
695	805	351
696	806	350
697	807	349
698	808	348
699	809	346
700	810	345
701	811	344
702	812	343
703	813	341
704	814	340
705	814	339
706	815	338
707	816	336
708	817	335
709	818	334
710	819	333
711	821	332
712	822	330
713	823	329
714	824	328
715	825	327
716	826	326
717	827	325
718	828	323
719	829	322
720	831	321
721	833	320
722	834	319
723	836	318
724	837	317
725	838	316
726	839	315
727	840	313
728	841	312
729	842	311
730	843	310
731	844	309
732	845	307
733	846	306
734	847	305
735	847	304
736	849	302
737	850	301
738	851	300
739	852	299
740	853	298
741	854	297
742	855	295
743	856	294
744	857	293
745	858	292
746	859	290
747	860	289
748	861	288
749	862	287
750	863	286
751	864	285
752	865	283
753	866	282
754	868	281
755	869	280
756	870	279
757	871	278
758	872	276
759	873	275
760	873	274
761	874	273
762	875	272
763	876	270
764	877	269
765	878	268
766	879	267
767	881	266
768	882	265
769	883	263
770	884	262
771	885	261
772	886	260
773	887	259
774	888	257
775	889	256
776	889	255
777	890	254
778	891	253
779	892	251
780	893	250
781	894	249
782	896	248
783	897	247
784	898	246
785	899	244
786	900	243
787	901	242
788	902	241
789	903	240
790	904	238
791	905	237
792	906	236
793	908	235
794	909	234
795	910	233
796	911	232
797	912	231
798	913	229
799	914	228
800	915	227
801	916	226
802	917	225
803	918	223
804	919	222
805	920	221
806	921	220
807	922	219
808	923	217
809	924	216
810	925	215
811	926	214
812	927	213
813	928	212
814	929	210
815	931	209
816	931	208
817	932	207
818	933	206
819	934	205
820	935	204
821	936	202
822	937	201
823	938	200
824	940	199
825	941	198
826	942	197
827	943	196
828	944	194
829	945	193
830	946	192
831	947	191
832	948	190
833	949	189
834	950	187
835	951	186
836	952	185
837	953	184
838	954	183
839	956	182
840	957	180
841	958	179
842	959	178
843	960	177
844	961	176
845	962	175
846	963	173
847	964	172
848	965	171
849	965	170
850	966	169
851	967	168
852	969	167
853	970	165
854	971	164
855	972	163
856	973	162
857	974	161
858	975	160
859	976	158
860	977	157
861	978	156
862	979	155
863	980	154
864	982	153
865	983	152
866	984	151
867	985	149
868	986	148
869	987	147
870	988	146
871	989	145
872	990	144
873	991	142
874	992	141
875	993	140
876	994	139
877	995	138
878	996	137
879	997	136
880	999	134
881	1000	133
882	1001	132
883	1001	131
884	1002	130
885	1003	129
886	1004	127
887	1005	126
888	1005	125
889	1006	124
890	1007	123
891	1008	122
892	1010	121
893	1010	119
894	1011	118
895	1012	117
896	1013	116
897	1014	115
898	1015	114
899	1016	112
900	1017	111
901	1019	110
902	1020	109
903	1020	108
904	1021	107
905	1022	106
906	1023	104
907	1024	103
908	1024	102
909	1025	101
910	1026	100
911	1027	99
912	1028	97
913	1029	96
914	1030	95
915	1031	94
916	1033	93
917	1033	92
918	1034	91
919	1035	90
920	1036	88
921	1037	87
922	1037	86
923	1038	85
924	1039	84
925	1040	83
926	1041	81
927	1042	80
928	1042	79
929	1044	78
930	1045	77
931	1046	76
932	1046	75
933	1047	74
934	1048	72
935	1049	71
936	1050	70
937	1051	69
938	1051	68
939	1052	67
940	1053	66
941	1054	64
942	1055	63
943	1055	62
944	1056	61
945	1057	60
946	1058	59
947	1059	58
948	1060	57
949	1061	55
950	1062	54
951	1063	53
952	1064	52
953	1065	51
954	1066	50
955	1067	49
956	1068	48
957	1069	46
958	1070	45
959	1071	44
960	1072	43
961	1073	42
962	1074	41
963	1075	40
964	1076	39
965	1077	37
966	1077	36
967	1078	35
968	1079	34
969	1080	33
970	1080	32
971	1081	31
972	1082	30
973	1083	28
974	1084	27
975	1084	26
976	1085	25
977	1086	24
978	1087	23
979	1088	22
980	1089	21
981	1090	19
982	1091	18
983	1092	17
984	1093	16
985	1094	15
986	1095	14
987	1096	13
988	1097	12
989	1098	11
990	1099	9
991	1100	8
992	1101	7
993	1102	6
994	1104	5
995	1105	4
996	1106	3
997	1107	2
998	1108	1
999	1109	0
